geo_id,value,metric,source
24052,96.73050880247631,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24053,48.11451253984483,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24054,59.262771127177906,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24055,28.768699654775602,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24034,92.91213166976374,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24014,88.64125617323035,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24033,36.32401017072285,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24001,69.79758699770665,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24051,192.23375624759709,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24032,86.86420229707556,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24027,132.72658323852863,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24025,104.72494301731042,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24056,67.50675067506751,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24057,47.027208599261,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24048,112.61261261261261,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24015,44.81089801039613,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24013,204.28130611016138,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24043,117.75788977861517,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24012,67.967763860569,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24011,125.69435997242834,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24010,123.98042414355629,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24009,80.0961153384061,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24008,185.95590188612417,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24007,59.031877213695395,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24041,76.94844454215675,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24040,90.14263746752214,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24039,87.61682242990653,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24038,14.150275930380644,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24058,123.6446642571809,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24037,65.5361677725895,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24036,83.11400470979359,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24035,76.97053379946531,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24006,106.63254425250587,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24031,64.04098623118796,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24030,290.69767441860466,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24029,96.14357440444397,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24028,264.1127277282271,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24026,0.0,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24005,166.97975370486327,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24024,153.2416502946955,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24023,63.751115644523786,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24022,60.27122049221497,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24021,91.50924897052094,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24017,,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24047,64.57167455876022,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
24016,52.46089278901182,observed_rate_per_100k,discrete_negative_binomial_estimated_dispersion
